product_name,brands,primary_category,sugars_100g,proteins_100g,fat_100g,fiber_100g,nutriscore_grade
Maison Orphée Virgin Coconut Oil,,Beverages,0.0,0.0,100.0,,e
Walnut Oil,Maison Orphée,Beverages,0.0,0.0,90.0,,c
Grapeseed Oil,Maison Orphée,Beverages,0.0,0.0,90.0,0.0,c
Moutarde de dijon,,Sauces & Condiments,0.0,0.0,20.0,,e
Extra Virgin Garlic Olive Oil,Maison Orphée,Beverages,0.0,0.0,90.0,,b
Lemon Olive Oil,Maison Orphée,Beverages,0.0,0.0,90.0,,b
Deodorized Coconut Oil,Maison Orphée,Beverages,0.0,0.0,100.0,0.0,e
Sunflower Oil For Cooking And Frying,Maison Orphée,Beverages,0.0,0.0,90.0,0.0,c
Sunflower Oil For Cooking And Frying,Maison Orphée,Beverages,0.0,0.0,90.0,0.0,c
Vinaigrette-Marinade César,Maison Orphée,Sauces & Condiments,0.0,3.33333333333333,46.6666666666667,0.0,d
Maple & Dijon Dressing,Maison Orphée,Sauces & Condiments,3.3333333333333,1.3333333333333,46.666666666667,,d
Olive & Balsamic Dressing,Maison Orphée,Sauces & Condiments,6.6667,1.0,40.0,0.0,d
Dressing Vinaigrette Marinade Sesame & Tamari,Maison Orphée,Sauces & Condiments,3.3333333333333,3.3333333333333,43.333333333333,,e
Organic Extra Virgin Olive Oil,Maison Orphée,Beverages,0.0,0.0,9.0,,b
Huile de canola,,Beverages,0.0,0.0,90.0,,c
Yellow Mustard,,Sauces & Condiments,0.0,0.0,0.0,0.0,e
Greek Dressing Vinaigrette Marinade,Maison Orphée,Sauces & Condiments,0.0,0.66666667660077,36.666666666667,,d
Fresh mayonnaise,Maison Orphée,Sauces & Condiments,0.0,2.0,60.0,0.0,d
Fresh mayonnaise with olive oil,MAISON ORPHÉE,Sauces & Condiments,0.0,2.0000000794729,60.0,,d
Organic Flaxseed Oil,Maison Orphée,Beverages,0.0,0.0,90.0,,c
Vegan Egg-Free Mayonnaise Type Dressing,Maison Orphée,Sauces & Condiments,0.0,1.3333333532015,60.0,,d
Aïoli frais,,Sauces & Condiments,0.0,2.0,60.0,,d
Organic Extra Virgin Olive Oil Delicate,Maison Orphée,Beverages,0.0,0.0,90.0,0.0,b
huile de sesame,,Beverages,0.0,0.0,86.6667,,unknown
Coconut milk,,Beverages,3.3333333333333,3.3333333333333,18.333333333333,0.0,unknown
Hoisin sauce,CHINA SUN,Sauces & Condiments,41.176470588235,0.0,1.7647058823529,1.97525390625,e
Pumpkin Brioche Twist,Trader Joe's,Beverages,7.95698654513889,8.22756507161458,6.36532671440972,3.745725,c
12 Classic Lemon Bars,Trader Joe's,Snacks,40.0,4.0,14.0,0.0,e
Mango & Sweet Chilli Dipping Sauce,M&S Food,Sauces & Condiments,31.6,0.4,0.7,0.3,unknown
Crinkle cut chips,M&S,Snacks,0.2,1.8,3.7,0.018,b
Moutarde De Dijon,Marquis de Dijon,Sauces & Condiments,0.0,8.0,10.0,0.0,e
Smoked Sprats in Oil,Riga Gold,Fish & Seafood,0.0,16.9811320754717,32.0754716981132,0.0,d
Confiture fraise,,Beverages,80.0,0.0,0.0,,d
Foie de Morue,S&F,Fish & Seafood,0.0,8.3333333333333,40.0,0.0,d
Sauerkraute,Polka,Beverages,0.0,2.0,0.0,,b
Eggplant ratatouille,,Beverages,4.0,0.8,5.6,,c
AJVAR Vegetable Spread,S&F,Beverages,8.60412857142858,1.0,3.33333333333333,3.33333333333333,unknown
Canned sardines in hot tomato sauce,S & F,Fish & Seafood,0.833333333333333,13.3333333333333,5.0,0.0,a
S&F Canned Sardines in Sunflower Oil,,Fish & Seafood,0.0,15.47619047619,15.47619047619,0.0,c
Herbal Tea,,Beverages,0.0,0.0,0.0,0.0,e
Neapolitaner Waffeln,,Snacks,36.363636363636,6.0606060606061,21.212121212121,3.030303030303,e
Whole herring,,Fish & Seafood,4.0,7.0,5.0,,e
Mini Bonbons,,Snacks,64.285714285714,0.0,0.0,,e
Foie de morue,Sandffoods,Fish & Seafood,0.0,6.34920634920635,52.3809523809524,0.0,d
Ratatouille d’aubergines,,Beverages,8.0,0.8,6.4,,c
Maquereau,,Fish & Seafood,0.0,18.4,4.8,0.0,a
Brioches a la canelle,Pillsbury,Snacks,22.7272727272727,4.54545454545455,10.2272727272727,0.0,e
Pillsbury Croute a Pizza Crust,Pillsbury,Beverages,6.15384615384615,7.69230769230769,3.07692307692308,1.53846153846154,b
Flaky Rolls,Pillsbury,Beverages,5.8823529411765,5.8823529411765,10.294117647059,1.4705882352941,e
chaussons feuilletés pomme,Pillsbury,Snacks,21.875,4.16666666666667,10.4166666666667,1.04166666666667,e
Cinnamon toast crunch,pillsbury,Snacks,33.333333333333,3.030303030303,24.242424242424,0.0,e
Holiday Shape Sugar Cookie Dough,Pillsbury,Beverages,34.615384615385,3.8461538461538,17.307692307692,0.0,e
Chocolate Chip Cookie Dough,Pillsbury,Beverages,39.4736842105263,2.63157894736842,21.0526315789474,2.63157894736842,e
Lucky Charm Sugar Cookies,Pillsbury,Snacks,36.363636363636,3.030303030303,21.212121212121,0.0,e
Plain Greek Whole Milk Yogurt,Trader Joe's,Dairy,3.52941176470588,3.52941176470588,9.41176470588235,0.0,c
Marinated Artichokes On The Go,Trader Joe's,Beverages,0.0,2.22222222222222,0.0,2.22222222222222,a
Funghi Misti,Pam Panorama,Beverages,23.0,22.0,2.9,13.0,a
Confit de Pétales de Rose,Fauchon,Beverages,58.0,0.0,0.0,,unknown
Mélange pour sauce Poutine,,Sauces & Condiments,16.6667,33.3333,0.0,,unknown
Mélange pour sauce BBQ,,Sauces & Condiments,0.0,1.6666666666667,0.0,0.0,e
Sauce a poutine,,Sauces & Condiments,2.0,0.33,0.0,,c
Mélange à Sauce (poutine),,Sauces & Condiments,15.87,3.17,0.0,2.10473793612393,unknown
Coeurs d artichauts,,Beverages,1.6,1.6,0.0,,a
Olives extra larges entière - Kalamata,Elara,Beverages,0.0,1.33333333333333,16.6666666666667,6.66666666666667,d
Kalamata Olives extra larges,Elara,Beverages,0.0,1.33333333333333,16.6666666666667,6.66666666666667,d
"Confiture (fraises, Teneur Réduite En Sucre)",,Beverages,20.0,0.6666666766008,0.0,,unknown
Confiture de framboises,,Beverages,20.0,0.6667,0.6667,6.6667,b
Apricot Jam,,Beverages,20.0,1.3333333333333,0.0,,unknown
Confiture bleuets,,Beverages,20.0,0.66666666666667,0.0,0.0,c
Confiture d'oranges,Double Fruit,Beverages,20.0,0.666666666666667,0.0,0.0,c
Double fruit,Double Fruit,Beverages,20.0,0.666666666666667,0.666666666666667,6.66666666666667,unknown
Double Fruit légère (fraises),Double Fruit,Beverages,5.0,0.1,0.0,,a
Confiture Ultra Légère (framboises),Double Fruit,Beverages,33.333333333333,0.66666666666667,0.0,6.6666666666667,c
Confiture Légère (Fruits du Jardin),Double Fruit,Beverages,33.3333333333333,0.666666666666667,0.0,0.0,c
Tartinade de fruits légère aux bleuets,Double fruit,Beverages,33.3333333333333,0.0,0.0,,c
Double fruit fraise légère,double fruit,Beverages,33.333333333333,0.66666666666667,0.0,0.0,c
Confiture Ultra-légère (abricots),,Beverages,33.3333,0.6667,0.0,,c
Spicy Mexican-Style Diced Cauliflower,Trader Joe's,Beverages,1.81818181818182,1.81818181818182,2.27272727272727,0.909090909090909,b
Fèvres à l’érable,,Snacks,6.4,7.2,0.8,,c
Simply the Best Trek Mix,Trader Joe's,Snacks,26.666666666667,13.333333333333,33.333333333333,6.6666666666667,d
Organic pappardelle pasta nests,Trader Joe's,Beverages,61.3,4.8,22.7,1.0,e
Salade roquette,Marks & Spencer,Beverages,2.1,2.6,0.7,,a
Chocolade chips breekplaat melk brokken,De Notedshop,Snacks,43.4,7.1,34.4,2.6,e
Melocotón en almíbar,Hacendado,Beverages,16.0,0.5,0.0,,c
Soft Medium Sliced White Bread,Hovis,Beverages,3.5,8.7,1.7,2.4,c
Soft White Rolls,Rhodes Bake-N-Serv,Beverages,12.5,10.4166666666667,6.25,2.08333333333333,d
White Bread Frozen Dough,Rhodes,Beverages,2.0,6.0,2.0,2.0,c
Hamburger Buns,,Beverages,7.6923076923077,10.25641025641,2.5641025641026,,d
Instant Oatmeal Fruit and Cream Variety Pack,Best Choice,Beverages,34.285714285714,8.5714285714286,5.3571428571429,5.7142857142857,e
Yellow mustard,Always Save,Sauces & Condiments,0.0,0.0,0.0,0.0,d
Sliced white hotdog buns,Best Choice,Beverages,5.1282051282051,7.6923076923077,2.5641025641026,2.5641025641026,c
Split top wheat bread,Best Choice,Beverages,8.0,12.0,2.0,4.0,c
Hamburger 8 Buns,Best Choice,Beverages,4.6511627906977,9.3023255813953,3.4883720930233,2.3255813953488,c
"Creamy peanut butter, creamy",Best Choice,Beverages,12.5,21.88,46.88,6.2,c
Popcorn,Best Choice,Snacks,0.0,9.09,15.15,12.1,d
Frosted sheeded wheat cereal,Best Choice,Beverages,20.0,8.3333333333333,1.6666666666667,10.0,unknown
Lentils,Best Choice,Beverages,0.0,0.0,1.42857142857143,34.2857142857143,a
Sweet Cream Salted Butter,Best choice,Dairy,0.0,0.0,78.5714285714286,0.0,unknown
Sliced peaches,,Beverages,6.43,0.71,0.0,1.4,a
Mixed Berries,Best Choice,Beverages,7.14,0.71,0.36,3.6,a
Granola Bar,Best Choice,Snacks,29.166666666667,4.1666666666667,10.416666666667,4.1666666666667,d
Tomato Ketchup,Best Choice,Sauces & Condiments,23.53,0.0,0.0,0.0,d
Cavatappi,Best choice,Beverages,3.57142857142857,12.5,0.892857142857143,3.57142857142857,a
Sliced Jalapeños,Best Choice,Snacks,3.33,0.0,0.0,0.0,d
Non fat yogurt boston cream pie,,Dairy,2.94,4.12,0.0,0.6,a
Original low fat yogurt,,Dairy,13.53,3.53,0.59,0.6,c
Bc cherry vanilla,,Dairy,13.53,3.53,0.59,0.6,c
Bc peach,,Dairy,12.35,3.53,0.59,0.6,c
blueberry low fat yogurt,Best Choice,Dairy,13.53,3.53,0.59,0.6,c
Bc strawberry banana,,Dairy,12.94,3.53,0.88,0.6,c
Low fat yogurt,,Dairy,12.35,3.53,0.59,0.6,c
Low fat yogurt,,Dairy,13.53,3.53,0.59,0.6,c
Original low fat yogurt,,Dairy,13.53,3.53,0.59,0.6,c
Non fat yogurt,,Dairy,2.94,4.12,0.0,0.6,a
Non fat yogurt,,Dairy,2.94,4.12,0.0,0.6,a
Non fat yogurt,,Dairy,2.94,4.12,0.0,0.6,a
Non fat yogurt,,Dairy,2.94,4.12,0.0,0.6,a
Light non fat yogurt,,Dairy,2.94,4.12,0.0,0.6,a
Non fat yogurt,,Dairy,2.94,4.12,0.0,0.6,a
Light lemon non fat yogurt,,Dairy,2.94,4.12,0.0,0.6,a
Non fat yogurt,,Dairy,2.94,4.12,0.0,0.6,a
Corn flakes,Best Choice,Beverages,10.0,5.0,0.0,2.5,d
raisun bran,,Beverages,23.6834722222222,8.028203125,1.59592013888889,9.87018229166667,c
Cocoa Crunchies,,Beverages,43.243243243243,2.7027027027027,0.0,0.0,e
Bc Light nonfat yogurt 32 oz,,Dairy,3.08,4.41,0.0,0.4,a
original vanilla low fat yogurt,Best Choice,Dairy,10.5882352941176,3.52941176470588,1.17647058823529,0.0,c
Chocolate Light Ice Cream,Always Save,Frozen Foods,20.31,4.69,10.94,0.0,d
Fudge Swirl Light Ice Cream,Always Save,Frozen Foods,22.62,3.57,4.76,0.0,d
"Peach tea sugar free low calorie drink mix, peach tea",,Beverages,0.0,0.0,0.0,,unknown
Croutons,,Beverages,0.0,14.29,14.29,0.0,d
Homestyle cut caesar croutons,,Beverages,0.0,14.29,14.29,0.0,e
Limeaid,Best Choice,Beverages,51.11,0.0,0.0,0.0,e
Low fat yogurt,,Dairy,12.35,3.53,0.88,0.6,c
Light non fat yogurt,,Dairy,2.94,4.12,0.0,0.6,a
Low fat yogurt,Best choice,Dairy,12.35,3.53,0.59,0.6,c
Light non fat yogurt,,Dairy,2.94,4.12,0.0,0.0,a
Original blackberry creme,,Dairy,12.35,3.53,0.88,0.6,c
Non fat yogurt,,Dairy,2.94,4.12,0.0,0.6,a
Homestyle Cut Ranch Croutons,,Beverages,0.0,14.29,14.29,0.0,e
Croutons,,Beverages,0.0,14.29,14.29,0.0,d
Crispy rice and wheat flakes with strawberries,Best Choice,Beverages,27.5,7.5,1.25,10.0,d
Magic Marshmallows,Best Choice,Beverages,40.47619047619,7.1428571428571,3.5714285714286,4.7619047619048,e
French Fried Onions,Best Choice,Sauces & Condiments,0.0,0.0,42.86,0.0,c
Frosted Shredded Wheat,Best Choice,Beverages,20.0,8.3333333333333,1.6666666666667,10.0,unknown
Greek nonfat yogurt,,Dairy,3.33,10.0,0.0,0.7,a
Greek nonfat yogurt,,Dairy,8.67,8.67,0.0,0.7,a
Greek nonfat yogurt,,Dairy,10.0,8.0,0.0,0.7,a
Greek nonfat yogurt,,Dairy,9.33,8.0,0.0,0.7,a
Greek nonfat yogurt,,Dairy,10.0,8.0,0.0,0.7,a
Chili Beans,Best Choice,Beverages,1.54,4.62,0.77,4.6,a
"Corn flakes cereal, corn flakes","Always Save,  Associated Wholesale Grocers  Inc.",Beverages,10.0,5.0,0.0,2.5,d
"Clearly organic, organic caesar croutons","Clearly Organic,  Associated Wholesale Grocers  Inc.",Beverages,0.0,14.29,14.29,0.0,e
"Clearly organic, organic seasoned croutons","Clearly Organic,  Associated Wholesale Grocers  Inc.",Beverages,0.0,14.29,14.29,0.0,d
Greek nonfat yogurt,,Dairy,3.53,10.0,0.0,0.6,a
Greek nonfat yogurt,,Dairy,8.82,8.82,0.0,0.6,a
Dry Roasted Peanuts,Always Save,Snacks,6.67,23.33,46.67,6.7,d
Mini Pretzels,Always Save,Snacks,0.0,7.14,3.57,3.6,e
Greek nonfat yogurt,,Dairy,10.67,8.0,0.0,0.7,b
Greek nonfat yogurt,,Dairy,11.33,8.67,0.0,0.7,b
Greek nonfat yogurt,,Dairy,10.67,8.0,0.0,0.7,b
Greek nonfat yogurt,,Dairy,10.67,8.0,0.0,0.7,b
Nonfat greek yogurt,,Dairy,10.0,8.0,0.0,0.7,a
Cottage Wheat Bread,Best Choice,Beverages,3.3333333333333,10.0,3.3333333333333,3.3333333333333,c
Bc Low fat yogurt strawberry  32 oz,,Dairy,10.57,3.52,1.1,0.4,c
Garlic Texas Toast,Best Choice,Beverages,0.0,5.0,15.0,0.0,d
Antioxidant Blend,Best Choice,Beverages,7.86,0.71,0.36,3.6,a
Whole wheat spaghetti,Best Choice,Beverages,3.5714285714286,12.5,2.6785714285714,8.9285714285714,a
Oats and honey protein granola,Best choice,Beverages,21.6666666666667,16.6666666666667,10.0,6.66666666666667,c
Dark Chocolate Granola with Protein,Best Choice,Beverages,23.3333333333333,11.6666666666667,11.6666666666667,6.66666666666667,d
Fruit and Nut Granola,Best Choice,Beverages,18.333333333333,13.333333333333,15.0,8.3333333333333,c
Frosted flakes,Best Choice,Beverages,36.585365853659,4.8780487804878,0.0,0.0,e
Beer Bratwurst,Best Choice,Meats,1.0989010989011,14.2857142857143,23.0769230769231,0.0,e
Strawberry’s and cream instant oatmeal,Best Choice,Beverages,37.1428571428571,8.57142857142857,5.71428571428571,5.71428571428571,e
Meat Pasta Sauce,Always Save,Sauces & Condiments,3.90625,1.5625,0.78125,1.5625,c
Peach yogurt,Best choice,Dairy,11.1764705882353,3.52941176470588,1.17647058823529,0.0,c
Hot Beef Polish Sausage,Scott Pete,Meats,2.13,12.77,17.02,0.0,e
Original nutrition shake,Ensure,Beverages,4.21940928270042,3.79746835443038,2.53164556962025,0.379746835443038,not-applicable
Strawberry electrolyte solution ready-to-drink,Abbott,Beverages,3.66318945452291,0.0,0.0,,e
Max Protein nutrition shake,Ensure,Beverages,0.303030303030303,9.09090909090909,0.606060606060606,1.21212121212121,not-applicable
Vegetable Mini Spring Rolls,Tai Pei,Frozen Foods,3.15,2.36,8.66,1.6,c
Beef & Broccoli,Tai Pei,Frozen Foods,4.9469964664311,4.59363957597173,3.886925795053,1.06007067137809,c
General Tso's Spicy Chicken,Tai Pei,Meats,5.4487179487179,4.1666666666667,3.525641025641,0.96153846153846,a
Teriyaki chicken,Tai Pei,Frozen Foods,4.81,6.09,2.24,1.0,c
Mimi macarons,Marks & Spencer,Snacks,20.0,10.0,10.3,3.6,d
Bagel Bites Pizza Snacks Cheese & Pepperoni,Bagel Bites,Frozen Foods,2.27272727272727,7.95454545454545,5.68181818181818,0.0,c
Three Cheese Pizza Snacks,Bagel Bites,Frozen Foods,3.40909090909091,6.81818181818182,5.68181818181818,0.0,d
"Hand cooked English crisps, posh prawn cocktail flavour",Tyrrells,Beverages,3.6,5.6,28.0,3.3,d
"John Morrell, Smoked Sausage",John Morrell & Co.,Meats,5.36,10.71,26.79,0.0,e
Cervelat,John Morrell,Meats,3.52739619495804,17.6369809747902,21.1643771697482,0.0,e
Mini Cubed Ham,John Morrell,Meats,1.78571428571429,16.0714285714286,4.46428571428572,0.0,d
Diced Ham,John Morrell,Meats,5.36,19.64,3.57,0.0,d
Pretzels,Tom Sturgis,Snacks,3.57,10.71,3.57,7.1,d
Organic Mango Chunks,Clovis Farms,Beverages,13.5714285714286,0.714285714285714,0.357142857142857,1.42857142857143,a
Organic Açaí Bowls,Clovis Farms,Beverages,7.46887966804979,0.829875518672199,1.86721991701245,2.4896265560166,a
Organic sheet pan veggies,Maas river farms,Beverages,5.88235294117647,2.35294117647059,4.11764705882353,3.52941176470588,c
Marinated anchovy fillets,Marks & Spencer,Fish & Seafood,0.4,20.0,13.2,0.7,d
Spanish Manzanilla & Cuquillo Olives,M&S Food,Beverages,0.1,1.3,24.4,1.5,e
"Old london, melba, whole grain toasts",Old London,Beverages,0.0,17.65,0.0,11.8,a
"Old London, Sea Salt Melba Snacks, Sea Salt",B&G Foods Snacks  Inc.,Snacks,3.57,14.29,7.14,7.1,d
Melba snacks,B&G Foods  Inc.,Beverages,3.57,14.29,8.93,7.1,d
Classic Bread Crumbs,B&G Foods North America  Inc.,Beverages,3.57,14.29,5.36,3.6,d
Croûtons de focaccia,Nonni's,Beverages,0.0,14.2857,21.4286,,e
Peppercorn sauce,Marks & Spencer,Sauces & Condiments,0.7,1.4,10.2,0.5,c
The Original Mexican Style Hominy,Juanita's Foods,Beverages,0.0,1.53846153846154,0.769,1.53846153846154,unknown
HOMINY,Juanita's,Beverages,0.0,1.53846153846154,0.769230769230769,1.53846153846154,b
Sweet Pickles,Best Maid,Snacks,28.57,0.0,0.0,,d
Dill Pickles,,Snacks,3.57,0.0,0.0,,e
Hamburger Slices,Best Maid,Beverages,3.57,0.0,0.0,,e
Raisins,Marks And Spencer,Beverages,69.3,2.1,0.4,2.0,d
Turkish sultanas,Marks & Spencer,Beverages,69.4,2.7,0.4,,d
Plain Bagels,Dairy Fresh,Beverages,2.46913580246914,8.64197530864197,0.617283950617284,3.7037037037037,b
Hawaiian bagels,,Beverages,18.52,9.88,3.7,2.5,c
Hamburger seeded,,Beverages,1.0,11.0,1.0,,c
"Dairy Fresh, Bagels, Cinnamon Sugar",Detroit City Dairy  Inc.,Beverages,13.58,7.41,3.7,2.5,d
High bake water biscuits,Marks & Spencer,Snacks,2.1,9.6,6.2,3.1,d
Bourbon Biscuits,"Marks & Spencer, Simply M&S",Snacks,28.0,5.5,21.0,2.6,e
English Breakfast Tea,Twinings,Beverages,0.0,0.0,0.007,0.0,b
Earl Grey Tea,Twinings,Beverages,0.0,0.1,0.0,,b
Earl Grey,Twinings,Beverages,0.0,0.0,0.00665,0.0,b
Earl Grey Tee,Twinings,Beverages,0.0,0.0,0.00679,0.0,b
Tea English Schwarztee,Twinings,Beverages,0.0,0.0,0.0,0.0,unknown
Twinings Lemon Flavoured Tea,Twinings of London,Beverages,0.0,0.0,0.0,0.0,b
Teebeutel,"Twinings, Twinings Of London",Beverages,0.0,0.0,0.00679,0.0,b
english breakfast tea,Twinings of London,Beverages,0.0,0.0,0.007,0.0,b
Lemon scented tea,Twinings,Beverages,0.0,0.1,0.0,,unknown
Ceylon Orange Pekoe Tea,Twinings,Beverages,0.0,0.0,0.0,0.0,unknown
Thé original earl grey,Twinings,Beverages,0.0,0.1,0.0,0.0,b
Jasmin Oriental,Twinings,Beverages,0.0,0.0,0.0,,b
Thé Darjeeling,Twinings,Beverages,0.0,0.0,0.007,0.0,b
Breakfast tea,Twinings,Beverages,0.0,0.0,0.007,0.0,b
Twinings Original English Breakfast 100 Tea Bags,Twinings,Beverages,0.0,0.0,0.0,0.0,b
OF LONDON TEA BAG SELECTION,TWININGS,Beverages,0.252,0.03,0.021475,0.0885,b
Tè verde - Gunpowder Green Tea,Twinings,Beverages,0.0,0.0,0.0,0.0,b
Irish Breakfast Tea,Twinings,Beverages,0.0,0.0,0.0,0.0,b
Thé de CEYLAN,Twinings,Beverages,0.0,0.0,0.0,0.0,unknown
English Breakfast,Twinings,Beverages,0.0,0.0,0.0,0.0,b
Darjeeling,Twinings,Beverages,0.0,0.0,0.007,0.0,b
Original Earl Grey,Twinings,Beverages,0.0,0.0,0.00679,0.0,unknown
Thé vanille,Twinings,Beverages,0.0,0.0,0.0,0.0,b
Tè nero aromatizzato pesca,Twinings,Beverages,0.0,0.1,0.0,0.0,unknown
Pure Peppermint,Twinings,Beverages,1.0,1.0,1.0,,b
Mango & Strawberry tea,TWININGS,Beverages,0.0,0.0,0.0,0.0,unknown
Pure Camomile,Twinings,Beverages,0.0,0.0,0.0,,b
Pure Peppermint,Twinings,Beverages,5.3,3.52,0.84,7.4,b
Twinings Tè nero aromatizzato vaniglia,"Twinings, Twinnings of London",Beverages,0.0,0.1,0.0,,b
Twinings Green Tea With Ginger,Twinings,Beverages,0.0,0.0,0.0,,b
Té Twinings,Twinings,Beverages,0.0,0.1,0.0,,b
Tea Powder,Twinnings,Beverages,0.0,0.0,0.0,0.0,b
Of London Irish Breakfast Rich Black Tea Bags,"Twinings, Twinings Of London",Beverages,0.0,0.0,0.007,0.0,b
Jasmine Green Tea,Twinings,Beverages,0.0,0.0,0.0,,b
Camomile & Spiced apple tea,Twinings,Beverages,0.0,0.0,0.0,0.0,b
Lemon & Ginger tea,Twinings,Beverages,0.0,0.0,0.0,0.0,b
Pure Ceylon Tea,Twinings,Beverages,0.0,0.0,0.007,0.0,b
Twinings Tee 25X2G Prince Of Wales Uutuustuote,Twinings,Beverages,0.0,0.1,0.0,0.0,b
Mint Tea,Twinnings,Beverages,0.0,0.0,0.0,0.0,unknown
Lemon Twist Flavoured Black Tea,Twinings,Beverages,1.0,1.0,1.0,1.0,b
Blackcurrant & Vanilla,Twinings,Beverages,0.0,0.0,0.0,0.0,b
Blackcurrant,Haugen - gruppen as,Beverages,0.0,0.0,0.00665,0.0,b
Twinings Lady Grey,Twinings,Beverages,0.252,0.03,0.021475,0.0885,b
Lady Grey Tea,Twinings,Beverages,0.244,0.0275,0.01901,0.086,b
English Breakfast Tea,Twinings,Beverages,0.0,0.0,0.0,0.0,b
English Breakfast tea,Twinings of London,Beverages,0.0,0.0,0.007,0.0,b
Twinings Strawberry & Raspberry Tea,Twinings,Beverages,0.0,0.0,0.0,0.0,b
Orangery Of Lady Grey,Twinings,Beverages,0.3436,0.0362,0.022345,0.11,b
Of London Rose Garden Black Tea,Twinings,Beverages,0.0,0.0,0.00679,0.0,b
Exotic Mango & Ginger GREEN TEA,TWININGS,Beverages,0.4435,0.28445,0.27875,0.699,b
OF LONDON Berry Blush INFUSION,TWININGS,Beverages,0.0,0.1,0.0,,b
Summer Berry Green Tea,Twinings,Beverages,0.5,0.0,0.0,0.0,b
Cranberry raspberry teabags,twinings,Beverages,0.0,0.0,0.0,0.0,unknown
Tisana,Twinings,Beverages,0.5,0.0,0.0,,unknown
T / Bag GRN Lemon 10S,Twinings,Beverages,0.0,0.0,0.0,0.0,b
Pure Green Tea,Twinings,Beverages,0.0,0.0,0.0,,b
English Breakfast,Twinings,Beverages,0.0,0.0,0.007,0.0,unknown
Thé vert nature,Twinings,Beverages,0.0,0.0,0.0,0.0,unknown
Twinings Thé vert menthe,Twinings,Beverages,0.53,0.352,0.084,0.74,b
Camomile & Honey,Twinings,Beverages,0.0,0.0,0.0,,unknown
Twinings Infusions Pure Peppermint 25 Teebeutel,"Twinings,Twinnings of London, Twinings of London",Beverages,5.3,3.52,0.84,7.4,b
Infusion au citron et au gingembre et aux herbes,"Twinings, Twinings of London",Beverages,0.0,0.0,0.0,0.0,b
Twinings 5X5 Gymlcs s Gygytea / Lila /,Twinings,Beverages,0.0,0.1,0.0,,b
Voyage indian chai,Twinings,Beverages,0.0,0.1,0.0,,unknown
Tisane Citron Gingembre,Twinings,Beverages,0.0,0.0,0.0,,b
Thé Earl Grey,Twinings,Beverages,0.0,0.1,0.0,,b
Thé noir Goût anglais,Twinings,Beverages,0.0,0.1,0.0,0.0,b
Green Tea,Twinings,Beverages,0.0,0.1,0.0,0.0,b
Pure Peppermint Herbal Tea,"Twinings, Twinings of London",Beverages,0.0,0.0,0.0,0.0,b
Twinings Oranges & Lemons X20 Tea Bags,Twinings,Beverages,0.0,0.0,0.0,,b
Twinings Cherry Bakewell Green Tea X20 Envelopes,Twinings,Beverages,0.0,0.0,0.0,,b
Classic tea,Twinings,Beverages,0.0,0.1,0.0,,unknown
Té neri aromatizzati- Collection,Twinings,Beverages,0.0,0.1,0.0,,b
Thé,TWININGS,Beverages,0.0,0.0,0.007,0.0,b
Summer berry green tea,Twinings,Beverages,0.0,0.0,0.0,,b
Orangery of Lady Grey,Twinings,Beverages,0.3436,0.0362,0.022345,0.11,b
Plantes à infusion Bonne nuit,Twinings,Beverages,0.0,0.1,0.0,,b
"Infuso infusión de roiboos, naranja y canela","Twinings of London, twinings",Beverages,0.0,0.1,0.0,,b
Buttermint,Twinings,Beverages,0.0,0.0,0.0,0.0,unknown
Twinings lemon drizzle green tea,Twinings,Beverages,0.0,0.0,0.0,0.0,b
Twinings Lemon scented tea,Twinings,Beverages,0.0,0.1,0.0,,b
Sleep,Twinings,Beverages,0.5,0.0,0.0,,b
Turmeric   With orange & star anise tea,Twinings,Beverages,11.2,0.8,0.8,,unknown
Matcha green tea with cranberry and lime,Twinings,Beverages,0.5,0.0,0.0,,b
Twinings Detox Tea,Twinings,Beverages,0.5,0.0,0.0,0.0,unknown
Iced tea pesca,Twinings,Beverages,8.4,0.1,0.1,,d
Agrumance Tea,Twinings,Beverages,1.1,0.4,83.0,0.399,e
English Breakfast Fairtrade Organic Tea,Twinnings,Beverages,0.0,0.0,0.0,0.0,b
Mango & Lychee Green Tea,Twinings,Beverages,0.0,0.0,0.0,,b
Tisane (l'heure Du Coucher),Twinings,Beverages,0.0,0.0,0.0,,unknown
Tisane Grenade&Fremboise,Twinings,Beverages,0.0,0.0,0.0,0.0,unknown
Indian Chai Aromatisierter Schwarzetee,Twinings of London,Beverages,0.01,0.1,0.01,,b
Twinings English Breakfast Tea,Twinings,Beverages,0.0,0.0,0.0,0.0,b
TWININGS OF LONDON Chá de Erva-Doce Nacional,TWININGS OF LONDON,Beverages,0.0,0.0,0.0,0.3,unknown
Twinings Summer / Winter Berries 20'S 40G,Twinings,Beverages,0.1,0.1,0.1,,b
Twinings Ginger 20'S 35G,Twinings,Beverages,0.0,0.0,0.0,,unknown
English breakfast (tea),Twinings of London,Beverages,0.0,0.0,0.0,,unknown
Twinings Black Tea Gift 40G,Twinings,Beverages,0.0,0.0,0.0,0.0,b
Cold infuse,Twinings,Beverages,0.0,0.0,0.0,,b
Washing Up Liquid,"Method, Twinings",Beverages,0.0,0.0,0.0,,b
"Cold Infuse Tea. Watermelon, Strawberry & Mint.",Twinings,Beverages,0.0,0.0,0.0,0.0,b
"Cold Infuse Passionfruit, Mango & Blood Orange",Twinings,Beverages,0.0,0.0,0.0,,unknown
